Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
B2	bin.unbinned	NODE_82200_length_2623_cov_2.763629||full	0.76	dsDNAphage	2568	0	40	0	2568	No	NA	5	0	2	Low-quality	Genome-fragment	2.89	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.084	NODE_96342_length_2568_cov_3.624353||full	0.747	dsDNAphage	2567	0	100	0	2567	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.068	NODE_96425_length_2567_cov_3.974920||full	0.667	dsDNAphage	2567	0	25	0	2567	No	NA	4	1	0	Low-quality	Genome-fragment	5.43	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_96370_length_2568_cov_2.924791||full	0.98	dsDNAphage	2567	1	57.1	0	2567	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_96402_length_2568_cov_2.087545||full	1	dsDNAphage	2567	1	80	0	2567	No	NA	5	2	0	Low-quality	Genome-fragment	1.81	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_20323_length_2569_cov_2.317422||full	0.713	dsDNAphage	2567	0	40	0	2567	Yes	1623	5	1	1	Low-quality	Genome-fragment	2.53	HMM-based (lower-bound)	36.77	1	NA
B2	bin.unbinned	NODE_75397_length_2758_cov_3.302997||full	0.88	dsDNAphage	2567	0	16.7	0	2567	No	NA	6	0	0	Low-quality	Genome-fragment	3.67	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_85227_length_2569_cov_2.638425||full	0.933	dsDNAphage	2567	0	33.3	0	2567	No	NA	6	1	0	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85231_length_2569_cov_2.556086||full	0.72	dsDNAphage	2567	0	66.7	0	2567	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.040	NODE_101262_length_2570_cov_2.504175||full	1	dsDNAphage	2567	0	60	0	2567	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_89987_length_2661_cov_2.592863||full	0.993	dsDNAphage	2566	2	66.7	0	2566	No	NA	3	2	0	Low-quality	Genome-fragment	4.46	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_96394_length_2568_cov_2.218066||full	0.98	dsDNAphage	2566	2	42.9	0	2566	No	NA	7	1	0	Low-quality	Genome-fragment	6.36	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_90758_length_2649_cov_2.506939||full	0.82	dsDNAphage	2566	0	33.3	0	2566	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_20314_length_2569_cov_3.047335||full	1	dsDNAphage	2566	1	100	0	2566	No	NA	4	3	0	Low-quality	Genome-fragment	5.28	AAI-based (high-confidence)	0	1	NA
B2	bin.124	NODE_85192_length_2569_cov_6.039777||full	0.96	dsDNAphage	2566	1	66.7	0	2566	No	NA	3	1	0	Low-quality	Genome-fragment	3.84	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_101252_length_2570_cov_2.801988||full	0.94	dsDNAphage	2566	0	14.3	0	2566	No	NA	7	0	0	Low-quality	Genome-fragment	5.41	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.059	NODE_101294_length_2569_cov_3.475736||full	0.833	dsDNAphage	2566	0	40	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1	bin.023	NODE_65291_length_2639_cov_3.339783||full	0.8	dsDNAphage	2565	0	50	0	2565	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_60344_length_2765_cov_2.230258||full	0.887	dsDNAphage	2565	0	25	0	2565	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_90397_length_2655_cov_2.416154||full	0.947	dsDNAphage	2565	0	14.3	0	2565	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_76356_length_2890_cov_6.829277||full	0.78	dsDNAphage	2565	0	33.3	0	2565	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_20341_length_2568_cov_2.689216||full	0.653	dsDNAphage	2565	0	20	0	2565	Yes	1341	5	1	1	Low-quality	Genome-fragment	0.62	HMM-based (lower-bound)	47.72	1	NA
B2	bin.070	NODE_83600_length_2597_cov_2.705350||full	0.98	dsDNAphage	2565	1	20	0	2565	No	NA	5	0	0	Low-quality	Genome-fragment	1.24	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_71788_length_2839_cov_2.899425||full	0.933	dsDNAphage	2565	0	20	0	2565	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_78873_length_2686_cov_2.751045||full	0.9	dsDNAphage	2565	0	20	0	2565	No	NA	5	1	0	Low-quality	Genome-fragment	3.35	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_85412_length_2565_cov_3.295219||lt2gene	NA	dsDNAphage	2565	1	50	0	2565	No	NA	2	1	0	Low-quality	Genome-fragment	1.07	HMM-based (lower-bound)	0	1	NA
B2	bin.135	NODE_85385_length_2566_cov_2.471127||full	0.913	dsDNAphage	2565	1	25	0	2565	No	NA	4	1	0	Low-quality	Genome-fragment	5.16	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_101532_length_2566_cov_2.156910||full	0.66	dsDNAphage	2565	0	33.3	16.7	2565	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101572_length_2565_cov_2.633068||lt2gene	NA	dsDNAphage	2565	2	100	0	2565	No	NA	2	2	0	Low-quality	Genome-fragment	1.2	HMM-based (lower-bound)	0	1	NA
A3	bin.069	NODE_96566_length_2565_cov_4.280080||full	0.513	dsDNAphage	2564	0	50	0	2564	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_19705_length_2603_cov_3.180534||full	0.9	dsDNAphage	2564	0	12.5	0	2564	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_79933_length_2665_cov_2.584291||full	0.853	dsDNAphage	2564	0	100	0	2564	No	NA	2	0	0	Low-quality	Genome-fragment	5.95	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_85431_length_2565_cov_2.515936||full	0.88	dsDNAphage	2564	0	25	0	2564	No	NA	4	1	0	Low-quality	Genome-fragment	4.11	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85478_length_2564_cov_3.247908||full	0.947	dsDNAphage	2564	0	20	0	2564	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_101384_length_2568_cov_2.530840||full	0.653	dsDNAphage	2564	1	33.3	0	2564	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67301_length_2594_cov_2.747538||full	1	dsDNAphage	2563	3	100	0	2563	No	NA	5	5	0	Low-quality	Genome-fragment	5.52	AAI-based (medium-confidence)	0	1	NA
A3	bin.037	NODE_76385_length_2890_cov_2.878660||full	0.52	dsDNAphage	2563	0	20	0	2563	No	NA	5	0	0	Low-quality	Genome-fragment	5.1	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_96754_length_2563_cov_2.243222||lt2gene	NA	dsDNAphage	2563	1	50	0	2563	No	NA	2	1	0	Low-quality	Genome-fragment	5.16	AAI-based (medium-confidence)	0	1	NA
B2	bin.042	NODE_85135_length_2570_cov_4.287078||full	0.667	dsDNAphage	2563	0	50	0	2563	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85409_length_2565_cov_4.043028||full	0.9	dsDNAphage	2563	0	50	16.7	2563	No	NA	5	3	0	Low-quality	Genome-fragment	3.74	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_85419_length_2565_cov_2.858964||full	1	dsDNAphage	2563	0	83.3	0	2563	No	NA	6	1	0	Low-quality	Genome-fragment	2.34	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_85481_length_2564_cov_3.123157||full	0.78	dsDNAphage	2563	0	20	0	2563	No	NA	5	0	0	Low-quality	Genome-fragment	6.9	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.047	NODE_101540_length_2565_cov_7.676096||full	0.747	dsDNAphage	2563	0	40	0	2563	No	NA	5	0	3	Low-quality	Genome-fragment	0.99	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_101545_length_2565_cov_4.385259||full	0.987	dsDNAphage	2563	1	20	0	2563	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101566_length_2565_cov_2.907570||full	0.947	dsDNAphage	2563	0	16.7	0	2563	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101676_length_2563_cov_3.724083||full	0.853	dsDNAphage	2563	0	40	0	2563	No	NA	5	0	0	Low-quality	Genome-fragment	3.98	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.003	NODE_93698_length_2693_cov_4.342305||full	0.553	dsDNAphage	2563	0	50	0	2563	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.023	NODE_65794_length_2627_cov_3.832037||full	0.973	dsDNAphage	2562	0	100	0	2562	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_68696_length_2562_cov_2.462306||full	0.947	dsDNAphage	2562	0	28.6	0	2562	No	NA	7	0	0	Low-quality	Genome-fragment	5.25	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_96829_length_2562_cov_2.751496||full	0.98	dsDNAphage	2562	1	75	0	2562	No	NA	4	1	0	Low-quality	Genome-fragment	5.59	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_85599_length_2562_cov_2.656562||full	0.993	dsDNAphage	2562	1	50	0	2562	No	NA	6	0	0	Low-quality	Genome-fragment	6.12	AAI-based (high-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_91332_length_2735_cov_4.522761||full	0.613	dsDNAphage	2562	0	25	0	2562	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101761_length_2562_cov_2.646590||full	0.787	dsDNAphage	2562	0	14.3	0	2562	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.138	NODE_94493_length_2679_cov_17.780107||full	0.513	dsDNAphage	2562	0	20	0	2562	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_96903_length_2561_cov_3.126097||lt2gene	NA	dsDNAphage	2561	1	100	0	2561	No	NA	2	1	0	Low-quality	Genome-fragment	0.82	AAI-based (high-confidence)	0	1	NA
A3	bin.070	NODE_94562_length_2593_cov_3.572104||full	0.727	dsDNAphage	2561	0	16.7	0	2561	No	NA	6	0	0	Low-quality	Genome-fragment	0.68	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.064	NODE_79957_length_2664_cov_10.208126||full	0.667	dsDNAphage	2561	0	40	0	2561	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85546_length_2563_cov_2.493620||full	0.787	dsDNAphage	2561	0	16.7	0	2561	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85651_length_2561_cov_2.568236||full	0.987	dsDNAphage	2561	0	28.6	0	2561	No	NA	7	2	0	Low-quality	Genome-fragment	6.77	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_101778_length_2562_cov_2.285999||full	0.98	dsDNAphage	2561	0	14.3	0	2561	No	NA	7	1	0	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_101864_length_2561_cov_2.581405||full	0.827	dsDNAphage	2561	0	14.3	0	2561	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.023	NODE_68677_length_2562_cov_3.895094||full	0.933	dsDNAphage	2560	1	33.3	0	2560	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.001	NODE_19278_length_2628_cov_2.514574||full	0.887	dsDNAphage	2560	0	40	20	2560	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85641_length_2561_cov_2.824820||full	0.84	dsDNAphage	2560	0	14.3	0	2560	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85686_length_2560_cov_3.671058||full	0.987	dsDNAphage	2560	1	20	0	2560	No	NA	5	1	0	Low-quality	Genome-fragment	5.15	AAI-based (medium-confidence)	0	1	NA
C1	bin.003	NODE_7508_length_2695_cov_3.254924||full	0.527	dsDNAphage	2560	0	66.7	33.3	2560	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_87337_length_2810_cov_2.571688||full	0.92	dsDNAphage	2560	0	20	0	2560	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101854_length_2561_cov_2.751397||full	0.787	dsDNAphage	2560	0	40	0	2560	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_81108_length_2805_cov_2.577455||full	0.993	dsDNAphage	2559	1	25	0	2559	No	NA	4	1	0	Low-quality	Genome-fragment	5.31	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_96876_length_2561_cov_4.264565||full	0.967	dsDNAphage	2559	0	14.3	0	2559	No	NA	7	0	0	Low-quality	Genome-fragment	5.25	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.160	NODE_85512_length_2563_cov_5.001595||full	0.893	dsDNAphage	2559	0	33.3	11.1	2559	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_68779_length_2912_cov_2.293665||full	0.96	dsDNAphage	2559	0	22.2	0	2559	No	NA	9	2	0	Low-quality	Genome-fragment	1.62	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85516_length_2563_cov_4.665072||full	0.973	dsDNAphage	2559	0	75	0	2559	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85575_length_2562_cov_4.150379||full	0.993	dsDNAphage	2559	2	100	0	2559	No	NA	5	4	0	Low-quality	Genome-fragment	4.25	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85626_length_2561_cov_3.589385||full	0.927	dsDNAphage	2559	1	33.3	0	2559	No	NA	6	2	0	Low-quality	Genome-fragment	1.12	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85682_length_2560_cov_3.772455||full	0.893	dsDNAphage	2559	0	14.3	0	2559	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85704_length_2560_cov_2.677445||full	1	dsDNAphage	2559	2	50	0	2559	No	NA	4	2	0	Low-quality	Genome-fragment	4.93	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_99646_length_2595_cov_2.568504||full	0.953	dsDNAphage	2559	0	11.1	0	2559	No	NA	9	1	0	Low-quality	Genome-fragment	2.52	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_101926_length_2560_cov_2.862275||full	0.573	dsDNAphage	2559	0	33.3	0	2559	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
A1	bin.unbinned	NODE_67338_length_2593_cov_2.772262||full	0.927	dsDNAphage	2558	0	28.6	0	2558	No	NA	7	1	0	Low-quality	Genome-fragment	1.53	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_96997_length_2560_cov_2.656687||full	0.993	dsDNAphage	2558	1	11.1	0	2558	No	NA	9	1	0	Low-quality	Genome-fragment	3.64	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_97040_length_2559_cov_3.956070||full	0.967	dsDNAphage	2558	0	12.5	0	2558	No	NA	8	2	0	Low-quality	Genome-fragment	2.52	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_78855_length_2686_cov_4.107184||full	0.673	dsDNAphage	2558	0	16.7	0	2558	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85699_length_2560_cov_2.880639||full	0.993	dsDNAphage	2558	1	75	0	2558	No	NA	4	3	0	Low-quality	Genome-fragment	4.28	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_101929_length_2560_cov_2.804391||full	0.927	dsDNAphage	2558	0	28.6	0	2558	No	NA	7	1	0	Low-quality	Genome-fragment	0.79	AAI-based (medium-confidence)	0	1	NA
A3	bin.099	NODE_97093_length_2559_cov_2.163339||full	0.733	dsDNAphage	2557	0	20	0	2557	No	NA	5	0	0	Low-quality	Genome-fragment	2.42	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_83836_length_2759_cov_3.117604||full	0.86	dsDNAphage	2557	0	33.3	0	2557	No	NA	3	1	0	Low-quality	Genome-fragment	3.33	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85768_length_2559_cov_2.589058||full	0.727	dsDNAphage	2557	0	20	0	2557	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85868_length_2557_cov_2.594724||full	0.64	dsDNAphage	2557	0	20	0	2557	No	NA	5	1	0	Low-quality	Genome-fragment	5.34	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_102036_length_2559_cov_1.565096||full	0.98	dsDNAphage	2557	1	40	0	2557	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.059	NODE_102023_length_2559_cov_2.357029||full	1	dsDNAphage	2557	2	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3	bin.ubinned	NODE_95265_length_2583_cov_2.927215||full	0.907	dsDNAphage	2556	0	16.7	0	2556	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_97289_length_2556_cov_3.379048||lt2gene	NA	dsDNAphage	2556	1	100	0	2556	No	NA	1	1	0	Low-quality	Genome-fragment	2.95	HMM-based (lower-bound)	0	1.04	NA
A3	bin.070	NODE_97327_length_2556_cov_2.398241||full	0.573	dsDNAphage	2556	0	33.3	0	2556	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_69891_length_2884_cov_2.180276||full	1	dsDNAphage	2556	1	16.7	0	2556	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85701_length_2560_cov_2.795210||full	0.86	dsDNAphage	2556	0	18.2	0	2556	No	NA	11	1	0	Low-quality	Genome-fragment	1.36	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85862_length_2557_cov_3.041567||full	0.993	dsDNAphage	2556	1	50	0	2556	No	NA	4	1	0	Low-quality	Genome-fragment	3.86	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_88463_length_2788_cov_7.567142||full	0.96	dsDNAphage	2556	0	12.5	0	2556	No	NA	8	0	0	Low-quality	Genome-fragment	5.09	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_101931_length_2560_cov_2.779242||full	0.7	dsDNAphage	2556	0	16.7	0	2556	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_102051_length_2558_cov_3.758690||full	0.98	dsDNAphage	2556	1	16.7	0	2556	No	NA	6	1	0	Low-quality	Genome-fragment	4.09	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_102090_length_2558_cov_2.256093||full	0.993	dsDNAphage	2556	1	33.3	0	2556	No	NA	3	1	0	Low-quality	Genome-fragment	4.31	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_83042_length_2773_cov_2.313098||full	0.793	dsDNAphage	2555	0	16.7	0	2555	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_97229_length_2557_cov_2.702638||full	0.947	dsDNAphage	2555	0	22.2	0	2555	No	NA	9	1	0	Low-quality	Genome-fragment	2.33	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_97252_length_2557_cov_1.851319||full	0.647	dsDNAphage	2555	0	33.3	16.7	2555	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_97395_length_2555_cov_2.651600||full	0.853	dsDNAphage	2555	1	33.3	0	2555	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_97200_length_2557_cov_4.601119||full	0.547	dsDNAphage	2555	0	25	0	2555	No	NA	4	0	2	Low-quality	Genome-fragment	5.13	AAI-based (medium-confidence)	0	1.01	no viral genes detected
A3	bin.070	NODE_97292_length_2556_cov_3.356657||full	0.6	dsDNAphage	2555	0	25	0	2555	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_20540_length_2557_cov_2.254996||full	0.96	dsDNAphage	2555	1	40	0	2555	Yes	1606	5	1	1	Low-quality	Genome-fragment	3.79	AAI-based (medium-confidence)	37.14	1	NA
B2	bin.unbinned	NODE_71895_length_2837_cov_2.497484||full	0.913	dsDNAphage	2555	0	28.6	0	2555	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85781_length_2559_cov_2.105431||full	0.953	dsDNAphage	2555	0	28.6	0	2555	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_97240_length_2634_cov_3.176037||full	0.707	dsDNAphage	2555	0	16.7	0	2555	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_97449_length_2631_cov_2.412655||full	0.853	dsDNAphage	2555	0	20	0	2555	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.034	NODE_97116_length_2558_cov_6.746304||full	0.827	dsDNAphage	2554	0	100	0	2554	No	NA	2	0	1	Low-quality	Genome-fragment	0.38	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_81179_length_2803_cov_7.917394||full	0.847	dsDNAphage	2554	0	16.7	0	2554	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_81530_length_2797_cov_3.807805||full	0.807	dsDNAphage	2554	0	16.7	0	2554	No	NA	6	0	0	Low-quality	Genome-fragment	5.06	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_78476_length_2694_cov_2.690413||full	0.947	dsDNAphage	2554	0	50	0	2554	No	NA	5	0	0	Low-quality	Genome-fragment	2.42	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_82630_length_2615_cov_3.345703||full	0.98	dsDNAphage	2554	1	100	0	2554	No	NA	2	2	0	Low-quality	Genome-fragment	2.95	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_85943_length_2556_cov_2.258697||full	0.947	dsDNAphage	2554	0	16.7	0	2554	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
B2	bin.unbinned	NODE_86002_length_2555_cov_2.380400||full	0.653	dsDNAphage	2554	0	50	0	2554	No	NA	4	0	0	Low-quality	Genome-fragment	3.69	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.047	NODE_102286_length_2555_cov_2.509600||full	0.633	dsDNAphage	2554	1	25	0	2554	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_102116_length_2557_cov_4.097522||full	0.96	dsDNAphage	2554	1	33.3	0	2554	No	NA	3	1	0	Low-quality	Genome-fragment	3.59	HMM-based (lower-bound)	0	1	NA
C2	bin.138	NODE_93010_length_2705_cov_9.080755||full	0.56	dsDNAphage	2554	0	25	0	2554	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_52747_length_2993_cov_2.608577||full	0.973	dsDNAphage	2553	0	16.7	0	2553	No	NA	6	0	0	Low-quality	Genome-fragment	4.75	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.070	NODE_80687_length_2812_cov_2.686616||full	0.747	dsDNAphage	2553	0	20	0	2553	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_86095_length_2553_cov_4.110088||full	0.987	dsDNAphage	2553	1	50	0	2553	No	NA	4	1	0	Low-quality	Genome-fragment	1.9	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_86094_length_2553_cov_4.259007||lt2gene	NA	dsDNAphage	2553	1	100	0	2553	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
C2	bin.unbinned	NODE_93238_length_2701_cov_4.358277||full	0.92	dsDNAphage	2553	0	28.6	0	2553	No	NA	7	1	0	Low-quality	Genome-fragment	5.22	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_95598_length_2661_cov_2.762855||full	0.64	dsDNAphage	2553	0	25	0	2553	No	NA	4	0	0	Low-quality	Genome-fragment	4.06	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_99792_length_2593_cov_2.138692||full	0.9	dsDNAphage	2553	0	14.3	0	2553	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_69027_length_2555_cov_2.827200||full	0.933	dsDNAphage	2552	1	50	0	2552	No	NA	4	1	0	Low-quality	Genome-fragment	1.73	HMM-based (lower-bound)	0	1	NA
