seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig12384620||full	0.273	0.293	0.093	0.62	0.62	lavidaviridae	2507	0	25	0
Contig42160169||full	0.753	0.347	0.967	0.3	0.967	ssDNA	2507	0	40	0
Contig45555779||full	0.5	0.14	0.18	0.08	0.5	dsDNAphage	2507	0	25	0
Contig46615304||full	0.84	0.447	0.42	0.547	0.84	dsDNAphage	2507	0	33.3	0
Contig61181840||full	0.953	0.867	0.427	0.213	0.953	dsDNAphage	2507	0	22.2	0
Contig63494630||full	0.2	0.553	0.093	0.313	0.553	NCLDV	2507	0	33.3	0
Contig67287733||full	1	0.273	0.967	0.293	1	dsDNAphage	2507	1	40	0
Contig87532585||full	0.36	0.667	0.74	0.58	0.74	ssDNA	2507	0	50	0
Contig95484900||full	0.98	nan	0.36	0.14	0.98	dsDNAphage	2507	0	12.5	0
Contig114960656||full	0.533	0.087	0.32	0.113	0.533	dsDNAphage	2507	0	66.7	0
Contig123430986||full	0.307	0.52	0.007	0.1	0.52	NCLDV	2507	0	40	20
Contig133853937||full	0.44	0.807	0.767	0.92	0.92	lavidaviridae	2507	0	25	0
Contig151945713||full	0.353	0.48	0.08	0.547	0.547	lavidaviridae	2507	0	33.3	0
Contig155968643||full	0.8	0.213	0.093	0.027	0.8	dsDNAphage	2507	0	14.3	0
Contig33737620||full	0.653	0.727	0.74	0.787	0.787	lavidaviridae	2506	0	20	0
Contig46038672||full	0.907	0.547	0.947	0.367	0.947	ssDNA	2506	0	80	0
Contig52979095||full	0.987	0.313	0.3	0.06	0.987	dsDNAphage	2506	1	66.7	16.7
Contig83951029||full	0.827	0.273	0.873	0.86	0.873	ssDNA	2506	0	33.3	0
Contig84259934||full	0.407	0.627	0.62	0.893	0.893	lavidaviridae	2506	0	33.3	0
Contig90357789||full	0.58	nan	0.607	0.833	0.833	lavidaviridae	2506	0	50	0
Contig92616061||full	0.727	0.78	0.913	0.987	0.987	lavidaviridae	2506	0	33.3	0
Contig105343461||full	0.673	0.413	0.86	0.773	0.86	ssDNA	2506	0	33.3	0
Contig111383804||full	0.367	nan	0.8	0.58	0.8	ssDNA	2506	0	33.3	0
Contig119305969||full	0.747	0.527	0.84	0.807	0.84	ssDNA	2506	0	33.3	0
Contig123850852||full	0.18	0.673	0.013	0.12	0.673	NCLDV	2506	0	33.3	0
Contig130433028||full	0.987	0.627	0.907	0.887	0.987	dsDNAphage	2506	1	40	0
Contig136468137||full	0.393	0.067	0.467	0.567	0.567	lavidaviridae	2506	0	50	0
Contig141267193||full	0.367	0.513	0.747	0.987	0.987	lavidaviridae	2506	0	33.3	0
Contig142526037||full	0.973	0.993	0.393	0.867	0.993	NCLDV	2506	0	66.7	0
Contig144683144||full	0.78	0.24	0.987	1	1	lavidaviridae	2506	0	66.7	0
Contig146724248||full	1	0.267	0.973	0.867	1	dsDNAphage	2506	1	50	0
Contig151661289||full	0.993	0.107	0.413	0.12	0.993	dsDNAphage	2506	1	40	0
Contig131123001||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2506	1	100	0
Contig11872770||full	0.487	0.52	0.113	0.113	0.52	NCLDV	2505	0	25	0
Contig65298780||full	0.967	0.433	0.993	0.333	0.993	ssDNA	2505	0	80	0
Contig66343350||full	0.953	0.187	0.953	0.373	0.953	dsDNAphage	2505	0	16.7	0
Contig68867844||full	0.507	0.927	0.733	0.933	0.933	lavidaviridae	2505	0	33.3	0
Contig75261226||full	0.253	0.613	0.047	0.087	0.613	NCLDV	2505	0	50	0
Contig75563043||full	0.68	0.207	0.78	0.7	0.78	ssDNA	2505	0	33.3	0
Contig79750146||full	0.947	0.207	0.947	0.767	0.947	dsDNAphage	2505	0	83.3	0
Contig100893025||full	0.887	0.287	0.973	0.433	0.973	ssDNA	2505	0	50	0
Contig102188993||full	0.96	0.167	1	0.553	1	ssDNA	2505	0	60	0
Contig109085544||full	0.247	0.813	0.067	0.653	0.813	NCLDV	2505	0	33.3	0
Contig114694205||full	0.7	0.813	0.98	0.98	0.98	ssDNA	2505	0	66.7	0
Contig115833923||full	0.647	0.5	0.567	1	1	lavidaviridae	2505	0	25	0
Contig118995565||full	0.393	0.373	0.78	0.773	0.78	ssDNA	2505	0	33.3	0
Contig119509026||full	0.407	0.087	0.327	0.64	0.64	lavidaviridae	2505	0	50	0
Contig127386952||full	0.807	0.593	0.087	0.147	0.807	dsDNAphage	2505	0	50	16.7
Contig134024104||full	0.96	0.593	0.613	0.227	0.96	dsDNAphage	2505	0	16.7	0
Contig141942856||full	0.707	0.8	0.907	0.453	0.907	ssDNA	2505	0	66.7	0
Contig145070606||full	0.813	0.32	0.973	0.933	0.973	ssDNA	2505	0	50	0
Contig150035123||full	0.22	0.5	0.22	0.22	0.5	NCLDV	2505	0	33.3	0
Contig150578765||full	0.96	0.107	0.96	0.44	0.96	dsDNAphage	2505	0	33.3	0
Contig154183271||full	0.707	0.94	0.973	1	1	lavidaviridae	2505	0	40	0
Contig82996108||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2505	1	100	0
Contig102805402||lt2gene	nan	nan	nan	nan	nan	lavidaviridae	2505	1	50	0
Contig1899074||full	0.973	0.1	0.613	0.433	0.973	dsDNAphage	2504	1	33.3	0
Contig12152792||full	0.633	0.127	0.78	0.38	0.78	ssDNA	2504	0	50	0
Contig35346548||full	0.567	nan	0.04	0.287	0.567	dsDNAphage	2504	1	33.3	0
Contig41165724||full	0.72	0.06	0.713	0.6	0.72	dsDNAphage	2504	0	33.3	0
Contig49494695||full	0.667	0.333	0.967	0.987	0.987	lavidaviridae	2504	0	50	0
Contig73967454||full	0.2	0.653	0.067	0.207	0.653	NCLDV	2504	0	33.3	0
Contig77275221||full	1	0.12	0.987	0.26	1	dsDNAphage	2504	2	100	0
Contig88017586||full	0.907	nan	0.307	0.56	0.907	dsDNAphage	2504	0	33.3	0
Contig88046441||full	0.387	nan	0.88	0.647	0.88	ssDNA	2504	0	33.3	0
Contig107008001||full	0.947	0.233	0.92	0.953	0.953	lavidaviridae	2504	0	100	0
Contig119347948||full	nan	0.587	nan	nan	0.587	NCLDV	2504	0	33.3	0
Contig122813787||full	0.88	0.24	0.88	0.327	0.88	dsDNAphage	2504	0	33.3	0
Contig127010501||full	0.82	0.113	0.86	0.267	0.86	ssDNA	2504	0	33.3	0
Contig131462046||full	0.867	0.287	0.74	0.453	0.867	dsDNAphage	2504	0	25	0
Contig133568155||full	0.827	0.1	0.44	0.387	0.827	dsDNAphage	2504	0	33.3	0
Contig134706027||full	0.127	0.7	0.053	0.093	0.7	NCLDV	2504	0	33.3	0
Contig138210639||full	1	nan	0.973	0.26	1	dsDNAphage	2504	1	50	0
Contig144222317||full	0.787	0.76	0.467	0.28	0.787	dsDNAphage	2504	0	66.7	0
Contig146398961||full	0.727	0.007	0.067	0.06	0.727	dsDNAphage	2504	0	33.3	0
Contig150708345||full	0.493	0.393	0.907	0.973	0.973	lavidaviridae	2504	0	33.3	0
Contig154519588||full	0.967	0.187	0.547	0.12	0.967	dsDNAphage	2504	0	12.5	0
Contig155247280||full	0.28	0.807	0.087	0.407	0.807	NCLDV	2504	0	33.3	0
Contig119252246||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2504	1	100	0
Contig10623873||full	0.2	0.507	0.053	0.32	0.507	NCLDV	2503	0	33.3	0
Contig25720962||full	0.987	0.74	0.887	0.913	0.987	dsDNAphage	2503	1	75	0
Contig43461451||full	0.9	0.18	0.867	0.553	0.9	dsDNAphage	2503	0	20	0
Contig58743857||full	0.327	0.92	0.087	0.387	0.92	NCLDV	2503	0	33.3	0
Contig72629004||full	0.98	0.107	0.62	0.66	0.98	dsDNAphage	2503	1	33.3	0
Contig72881707||full	0.913	0.52	0.433	0.233	0.913	dsDNAphage	2503	0	20	0
Contig86159302||full	0.353	0.747	0.32	0.727	0.747	NCLDV	2503	0	33.3	0
Contig105641593||full	0.96	0.353	0.58	0.64	0.96	dsDNAphage	2503	1	33.3	0
Contig106218248||full	0.653	0.84	0.8	1	1	lavidaviridae	2503	0	66.7	0
Contig109929969||full	0.96	nan	0.913	0.207	0.96	dsDNAphage	2503	0	33.3	0
Contig110403166||full	0.753	0.487	0.873	0.233	0.873	ssDNA	2503	0	20	0
Contig116000392||full	0.673	0.953	0.753	0.36	0.953	NCLDV	2503	0	33.3	0
Contig118733177||full	0.367	0.787	0.867	0.913	0.913	lavidaviridae	2503	0	33.3	0
Contig119013571||full	0.76	0.54	0.987	0.933	0.987	ssDNA	2503	0	25	0
Contig123696510||full	0.9	0.447	0.587	0.853	0.9	dsDNAphage	2503	1	25	0
Contig139176615||full	0.573	0.427	0.053	0.22	0.573	dsDNAphage	2503	0	16.7	0
Contig142636675||full	0.713	0.48	0.093	0.273	0.713	dsDNAphage	2503	1	33.3	0
Contig153058261||full	0.593	0.58	0.14	0.12	0.593	dsDNAphage	2503	0	25	0
Contig9350555||full	0.393	0.38	0.92	0.827	0.92	ssDNA	2502	0	66.7	0
Contig44606742||full	0.513	0.653	0.4	0.68	0.68	lavidaviridae	2502	0	33.3	0
Contig49290506||full	0.413	0.333	0.72	0.9	0.9	lavidaviridae	2502	0	33.3	0
Contig57717230||full	0.707	0.087	0.253	0.14	0.707	dsDNAphage	2502	0	16.7	0
Contig76475122||full	0.82	0.76	0.947	0.687	0.947	ssDNA	2502	0	66.7	0
Contig102823073||full	0.887	0.547	0.793	0.207	0.887	dsDNAphage	2502	0	28.6	0
Contig103875791||full	0.627	0.927	0.853	1	1	lavidaviridae	2502	0	33.3	0
Contig103887172||full	0.46	0.647	0.153	0.34	0.647	NCLDV	2502	0	50	0
Contig104981842||full	0.533	0.567	0.14	0.4	0.567	NCLDV	2502	0	25	0
Contig111195058||full	0.38	0.8	0.027	0.78	0.8	NCLDV	2502	0	20	0
Contig122432616||full	0.933	0.207	0.947	0.513	0.947	ssDNA	2502	0	75	0
Contig124821438||full	0.88	0.653	0.673	0.307	0.88	dsDNAphage	2502	0	28.6	0
Contig125866503||full	0.62	0.2	0.433	0.407	0.62	dsDNAphage	2502	0	50	0
Contig129455610||full	0.267	0.593	0.053	0.373	0.593	NCLDV	2502	0	33.3	0
Contig129569420||full	0.993	0.1	0.887	0.113	0.993	dsDNAphage	2502	0	25	0
Contig130753525||full	0.687	0.473	0.84	0.833	0.84	ssDNA	2502	0	25	0
Contig133628854||full	0.587	0.1	0.92	0.16	0.92	ssDNA	2502	0	20	0
Contig144087894||full	0.707	nan	0.607	0.327	0.707	dsDNAphage	2502	0	25	0
Contig154923827||full	0.96	0.633	0.913	0.253	0.96	dsDNAphage	2502	0	16.7	0
Contig73079103||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2502	1	50	0
Contig1962039||full	0.94	0.347	1	0.467	1	ssDNA	2501	0	60	0
Contig25518456||full	0.287	nan	0.607	0.747	0.747	lavidaviridae	2501	0	25	0
Contig32925699||full	0.02	0.553	0.027	0.107	0.553	NCLDV	2501	0	33.3	0
Contig39305362||full	1	0.533	0.993	0.24	1	dsDNAphage	2501	1	75	0
Contig42680077||full	0.94	0.333	0.073	0.453	0.94	dsDNAphage	2501	0	42.9	0
Contig52493275||full	0.64	0.487	0.667	0.653	0.667	ssDNA	2501	0	16.7	0
Contig61434598||full	0.98	0.38	0.98	0.1	0.98	dsDNAphage	2501	0	16.7	0
Contig76681393||full	0.2	0.587	0.66	0.38	0.66	ssDNA	2501	0	33.3	0
Contig77921957||full	0.953	0.613	0.98	0.9	0.98	ssDNA	2501	0	33.3	0
Contig78755333||full	0.713	0.453	0.947	0.833	0.947	ssDNA	2501	0	25	0
Contig87538814||full	0.187	0.62	0.047	0.147	0.62	NCLDV	2501	0	50	0
Contig89537671||full	0.713	nan	0.08	0.047	0.713	dsDNAphage	2501	0	25	0
Contig91156599||full	0.987	0.193	0.967	0.293	0.987	dsDNAphage	2501	0	60	0
Contig91920924||full	0.467	0.567	1	0.953	1	ssDNA	2501	0	50	0
Contig102641128||full	0.48	0.713	0.04	0.653	0.713	NCLDV	2501	0	33.3	0
Contig103069650||full	0.427	0.6	0.14	0.213	0.6	NCLDV	2501	0	50	0
Contig117606606||full	0.873	0.187	0.927	0.5	0.927	ssDNA	2501	0	40	0
Contig127124797||full	0.5	0.38	0.68	0.647	0.68	ssDNA	2501	0	33.3	0
Contig127410910||full	0.227	0.64	0.007	0.007	0.64	NCLDV	2501	0	50	0
Contig128585328||full	0.187	0.5	0.127	0.273	0.5	NCLDV	2501	0	50	0
Contig130488575||full	0.727	0.26	0.98	0.44	0.98	ssDNA	2501	0	100	0
Contig133944796||full	0.893	0.247	0.053	0.187	0.893	dsDNAphage	2501	1	33.3	0
Contig134943280||full	0.72	0.36	0.907	0.673	0.907	ssDNA	2501	0	75	0
Contig136694175||full	1	0.307	0.74	0.6	1	dsDNAphage	2501	1	25	0
Contig136926176||full	0.793	0.28	0.1	0.04	0.793	dsDNAphage	2501	0	40	20
Contig150307061||full	0.947	0.513	0.74	0.32	0.947	dsDNAphage	2501	0	16.7	0
Contig155452005||full	0.327	0.207	0.093	0.613	0.613	lavidaviridae	2501	0	33.3	0
Contig68862149||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2501	1	50	0
Contig21166126||full	0.727	0.753	0.953	0.933	0.953	ssDNA	2500	0	50	0
Contig36698901||full	0.093	0.653	0.007	0.047	0.653	NCLDV	2500	0	33.3	0
Contig38715085||full	0.487	0.22	0.307	0.62	0.62	lavidaviridae	2500	0	50	0
Contig42011107||full	0.94	0.973	0.787	0.92	0.973	NCLDV	2500	0	66.7	0
Contig56456158||full	0.887	0.513	0.9	0.92	0.92	lavidaviridae	2500	0	25	0
Contig79252608||full	0.427	0.653	0.06	0.087	0.653	NCLDV	2500	0	25	0
Contig80380186||full	0.98	0.427	0.92	0.56	0.98	dsDNAphage	2500	0	42.9	0
Contig84778445||full	0.92	0.547	1	0.187	1	ssDNA	2500	0	50	0
Contig99587753||full	0.48	0.533	0.08	0.2	0.533	NCLDV	2500	0	50	0
Contig99815864||full	0.227	0.98	0.167	0.747	0.98	NCLDV	2500	0	25	0
Contig110592142||full	0.74	0.367	0.927	0.74	0.927	ssDNA	2500	0	66.7	0
Contig117386059||full	0.807	nan	0.747	0.267	0.807	dsDNAphage	2500	0	33.3	0
Contig121899593||full	0.7	nan	0.46	0.633	0.7	dsDNAphage	2500	0	66.7	0
Contig125404403||full	0.94	nan	0.347	0.273	0.94	dsDNAphage	2500	0	20	0
Contig132310851||full	0.647	0.527	0.853	0.96	0.96	lavidaviridae	2500	0	33.3	0
Contig134109285||full	0.213	0.887	0.68	0.987	0.987	lavidaviridae	2500	0	33.3	0
Contig137929467||full	0.24	0.56	0.127	0.587	0.587	lavidaviridae	2500	0	25	0
Contig138395647||full	0.973	0.173	0.047	0.053	0.973	dsDNAphage	2500	2	60	20
Contig139102945||full	0.627	0.92	0.92	0.96	0.96	lavidaviridae	2500	0	20	0
Contig140917655||full	0.547	0.68	0.747	0.567	0.747	ssDNA	2500	0	33.3	0
Contig143472613||full	0.593	0.293	0.233	0.113	0.593	dsDNAphage	2500	0	75	0
Contig150714427||full	0.92	0.86	1	0.42	1	ssDNA	2500	0	100	0
Contig121893166||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2500	1	50	0
Contig859278||full	0.867	0.467	0.167	0.133	0.867	dsDNAphage	2499	0	33.3	0
Contig10430388||full	0.913	0.76	0.827	0.367	0.913	dsDNAphage	2499	0	16.7	0
Contig38478006||full	0.34	0.647	0.58	0.873	0.873	lavidaviridae	2499	0	33.3	0
Contig43405298||full	0.14	0.533	0.013	0.113	0.533	NCLDV	2499	0	33.3	0
Contig48582837||full	0.22	0.72	0.1	0.287	0.72	NCLDV	2499	0	33.3	0
Contig58367932||full	0.573	nan	0.4	0.707	0.707	lavidaviridae	2499	0	66.7	0
Contig62790842||full	0.193	0.547	0.1	0.693	0.693	lavidaviridae	2499	0	33.3	0
Contig72122530||full	0.42	0.673	0.06	0.56	0.673	NCLDV	2499	0	33.3	0
Contig73170332||full	0.313	0.4	0.147	0.7	0.7	lavidaviridae	2499	0	50	0
Contig85468145||full	0.667	nan	0.887	0.747	0.887	ssDNA	2499	0	33.3	0
Contig89445186||full	0.473	nan	0.547	0.78	0.78	lavidaviridae	2499	0	50	0
Contig89752852||full	0.94	0.373	0.96	0.86	0.96	ssDNA	2499	0	16.7	0
Contig93775331||full	0.4	0.053	0.22	0.633	0.633	lavidaviridae	2499	0	25	0
Contig98542723||full	0.1	0.513	0.013	0.013	0.513	NCLDV	2499	0	33.3	0
Contig100348280||full	0.94	0.173	0.353	0.073	0.94	dsDNAphage	2499	0	11.1	0
Contig105678207||full	0.98	0.4	0.833	0.56	0.98	dsDNAphage	2499	2	33.3	0
Contig108961713||full	0.233	0.74	0.24	0.213	0.74	NCLDV	2499	0	50	0
Contig109900477||full	0.827	nan	0.933	0.28	0.933	ssDNA	2499	0	75	0
Contig117427790||full	0.96	0.393	0.993	0.513	0.993	ssDNA	2499	0	60	0
Contig118333790||full	0.08	0.62	0.053	0.16	0.62	NCLDV	2499	0	50	0
Contig131184554||full	0.62	0.28	0.927	0.833	0.927	ssDNA	2499	0	25	0
Contig139090748||full	0.267	0.52	0.113	0.573	0.573	lavidaviridae	2499	0	33.3	0
Contig140052759||full	0.98	0.12	0.96	0.12	0.98	dsDNAphage	2499	0	14.3	0
Contig145033703||full	0.573	0.053	0.347	0.953	0.953	lavidaviridae	2499	0	33.3	0
Contig147720843||full	0.007	0.88	0	0.107	0.88	NCLDV	2499	0	25	0
Contig147807104||full	0.953	0.187	0.907	0.153	0.953	dsDNAphage	2499	0	28.6	0
Contig156611153||full	0.273	0.813	0.08	0.247	0.813	NCLDV	2499	0	33.3	0
Contig138791469||full	0.933	nan	0.5	0.053	0.933	dsDNAphage	2499	0	25	0
Contig146066527||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2499	1	100	0
Contig14374281||full	0.9	0.313	0.98	0.76	0.98	ssDNA	2498	0	40	0
Contig36505940||full	0.667	0.46	0.933	0.993	0.993	lavidaviridae	2498	0	33.3	0
Contig42082983||full	0.947	0.473	0.06	0.54	0.947	dsDNAphage	2498	1	33.3	0
Contig48510395||full	0.467	0.767	0.9	0.353	0.9	ssDNA	2498	0	66.7	0
Contig51327172||full	0.42	0.367	0.887	0.867	0.887	ssDNA	2498	0	33.3	0
Contig57700790||full	0.827	0.393	0.833	0.547	0.833	ssDNA	2498	0	20	0
Contig65248009||full	0.827	0.28	0.907	0.66	0.907	ssDNA	2498	0	66.7	0
Contig65405933||full	0.653	0.373	0.62	0.327	0.653	dsDNAphage	2498	0	50	0
Contig101385240||full	0.5	0.193	0.073	0.06	0.5	dsDNAphage	2498	0	25	0
Contig104504993||full	0.2	0.74	0.033	0.34	0.74	NCLDV	2498	0	50	0
Contig113945713||full	0.073	0.56	0.007	0.007	0.56	NCLDV	2498	0	33.3	0
Contig114179361||full	0.727	0.407	0.98	0.4	0.98	ssDNA	2498	0	50	0
Contig121557907||full	0.1	0.507	0.113	0.14	0.507	NCLDV	2498	0	33.3	0
Contig129563706||full	0.953	0.113	0.98	0.947	0.98	ssDNA	2498	0	100	0
Contig135115590||full	0.28	0.78	0.16	0.713	0.78	NCLDV	2498	0	50	0
Contig139881460||full	0.42	0.153	0.047	0.507	0.507	lavidaviridae	2498	0	33.3	0
Contig147296375||full	0.213	0.953	0.267	0.74	0.953	NCLDV	2498	0	50	0
Contig148207646||full	0.067	0.853	0.013	0.04	0.853	NCLDV	2498	0	50	0
Contig149518055||full	0.393	0.727	0.72	0.787	0.787	lavidaviridae	2498	0	25	0
Contig150492259||full	0.967	0.087	0.907	0.307	0.967	dsDNAphage	2498	0	40	0
Contig152963373||full	0.473	0.973	0.813	0.96	0.973	NCLDV	2498	0	50	0
Contig153703927||full	0.987	0.613	0.887	0.96	0.987	dsDNAphage	2498	0	22.2	0
Contig32312018||full	0.893	0.027	0.88	0.32	0.893	dsDNAphage	2497	0	16.7	0
Contig59523663||full	0.34	0.84	0.92	0.987	0.987	lavidaviridae	2497	0	50	0
Contig68489594||full	0.96	0.153	0.987	0.187	0.987	ssDNA	2497	0	33.3	0
Contig71469093||full	0.933	nan	0.347	0.747	0.933	dsDNAphage	2497	1	33.3	0
Contig85387487||full	0.847	0.32	0.02	0.367	0.847	dsDNAphage	2497	1	20	0
Contig97725171||full	0.46	0.52	0.147	0.16	0.52	NCLDV	2497	0	50	0
Contig104810814||full	0.673	0.253	0.68	0.48	0.68	ssDNA	2497	0	33.3	0
Contig104863862||full	0.853	0.607	0.14	0.613	0.853	dsDNAphage	2497	1	25	0
Contig113170500||full	0.62	0.047	0.027	0.06	0.62	dsDNAphage	2497	1	25	0
Contig114913246||full	0.347	0.24	0.52	0.847	0.847	lavidaviridae	2497	0	33.3	0
Contig114966569||full	0.447	0.273	0.787	0.747	0.787	ssDNA	2497	0	50	0
Contig135688743||full	0.747	nan	0.74	0.767	0.767	lavidaviridae	2497	0	33.3	0
Contig152764660||full	0.893	0.507	0.847	0.287	0.893	dsDNAphage	2497	0	40	0
Contig126094626||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2497	1	100	0
Contig48762662||full	0.7	0.273	0.533	0.547	0.7	dsDNAphage	2496	0	25	0
Contig56310487||full	0.12	0.52	0.1	0.433	0.52	NCLDV	2496	0	50	0
Contig57790236||full	0.427	0.9	0.893	0.98	0.98	lavidaviridae	2496	0	40	0
Contig60019441||full	0.28	0.82	0.107	0.1	0.82	NCLDV	2496	0	33.3	0
Contig61485177||full	0.7	0.533	0.98	0.453	0.98	ssDNA	2496	0	50	0
Contig62182584||full	0.82	nan	0.087	0.18	0.82	dsDNAphage	2496	1	25	0
Contig67106677||full	0.94	0.147	0.347	0.18	0.94	dsDNAphage	2496	0	20	0
Contig80803869||full	0.887	0.82	0.973	0.44	0.973	ssDNA	2496	0	25	0
Contig105259071||full	0.44	nan	0.88	0.893	0.893	lavidaviridae	2496	0	33.3	0
Contig105665087||full	0.24	0.873	0.06	0.36	0.873	NCLDV	2496	0	33.3	0
Contig110804974||full	0.913	0.127	0.887	0.193	0.913	dsDNAphage	2496	0	20	0
Contig113644506||full	0.987	0.133	0.827	0.8	0.987	dsDNAphage	2496	0	66.7	0
Contig118657847||full	0.747	0.033	0.5	0.373	0.747	dsDNAphage	2496	0	33.3	0
Contig119204536||full	0.66	0.64	0.84	0.68	0.84	ssDNA	2496	0	33.3	0
Contig128361683||full	0.993	0.093	0.967	0.113	0.993	dsDNAphage	2496	1	16.7	0
Contig135760045||full	0.867	0.973	0.967	0.38	0.973	NCLDV	2496	0	50	0
Contig140960034||full	0.353	0.54	0.087	0.647	0.647	lavidaviridae	2496	0	25	0
Contig146355132||full	0.453	0.26	0.653	0.627	0.653	ssDNA	2496	0	33.3	0
Contig6256975||full	0.093	0.58	0	0.033	0.58	NCLDV	2495	0	33.3	0
Contig12826977||full	0.32	0.693	0.107	0.64	0.693	NCLDV	2495	0	33.3	0
Contig14898315||full	0.227	0.827	0.087	0.373	0.827	NCLDV	2495	0	20	0
Contig23369252||full	0.8	0.433	0.293	0.433	0.8	dsDNAphage	2495	0	25	0
Contig28957109||full	0.707	0.473	0.653	0.673	0.707	dsDNAphage	2495	0	50	0
Contig51043122||full	0.54	nan	0.9	0.993	0.993	lavidaviridae	2495	0	33.3	0
Contig51126466||full	0.913	0.087	0.24	0.04	0.913	dsDNAphage	2495	0	10	0
Contig51371869||full	0.213	0.793	0.107	0.32	0.793	NCLDV	2495	0	33.3	0
Contig61269109||full	0.333	0.6	0.093	0.253	0.6	NCLDV	2495	0	33.3	0
Contig65298782||full	0.96	0.133	0.24	0.233	0.96	dsDNAphage	2495	1	80	20
Contig77738421||full	0.5	0.78	0.767	0.953	0.953	lavidaviridae	2495	0	33.3	0
Contig92783738||full	0.893	0.113	0.38	0.687	0.893	dsDNAphage	2495	0	16.7	0
Contig98874904||full	0.633	0.367	0.88	0.98	0.98	lavidaviridae	2495	0	33.3	0
Contig111484534||full	0.267	0.08	0.873	0.893	0.893	lavidaviridae	2495	0	33.3	0
Contig115591101||full	0.94	0.413	1	0.32	1	ssDNA	2495	0	75	0
Contig122334976||full	0.827	0.867	0.96	0.48	0.96	ssDNA	2495	0	66.7	0
Contig133076124||full	0.48	0.367	0.06	0.58	0.58	lavidaviridae	2495	0	33.3	0
Contig133179442||full	0.207	0.767	0	0.007	0.767	NCLDV	2495	0	25	0
Contig134779951||full	0.767	0.48	0.78	0.707	0.78	ssDNA	2495	0	66.7	0
Contig141794750||full	0.727	0.147	0.953	0.973	0.973	lavidaviridae	2495	0	66.7	0
Contig147480805||full	0.46	nan	0.313	0.62	0.62	lavidaviridae	2495	0	33.3	0
Contig153498429||full	0.107	0.553	0.12	0.2	0.553	NCLDV	2495	0	33.3	0
Contig155408903||full	0.94	0.627	0.553	0.653	0.94	dsDNAphage	2495	0	28.6	0
Contig22454669||full	0.267	0.053	0.373	0.813	0.813	lavidaviridae	2494	0	33.3	0
Contig27160778||full	0.993	0.24	0.867	0.513	0.993	dsDNAphage	2494	1	33.3	0
Contig27362770||full	0.513	0.847	0.793	0.247	0.847	NCLDV	2494	0	33.3	0
Contig29465590||full	0.533	0.633	0.32	0.187	0.633	NCLDV	2494	0	33.3	0
Contig40083602||full	0.4	0.793	0.973	0.873	0.973	ssDNA	2494	0	66.7	0
Contig52844989||full	0.54	0.913	0.78	0.647	0.913	NCLDV	2494	0	33.3	0
Contig56871088||full	0.947	nan	0.3	0.327	0.947	dsDNAphage	2494	0	14.3	0
Contig77652672||full	0.233	0.613	0.127	0.44	0.613	NCLDV	2494	0	33.3	0
Contig96780623||full	0.967	0.693	0.88	0.6	0.967	dsDNAphage	2494	1	33.3	0
Contig112874723||full	0.987	0.26	0.753	0.213	0.987	dsDNAphage	2494	1	100	0
Contig122844213||full	0.52	0.94	0.973	0.96	0.973	ssDNA	2494	0	33.3	0
Contig123844591||full	0.507	0.58	0.133	0.587	0.587	lavidaviridae	2494	0	33.3	0
Contig124557712||full	0.18	0.647	0.027	0.1	0.647	NCLDV	2494	0	33.3	0
Contig133100353||full	0.693	0.06	0.187	0.067	0.693	dsDNAphage	2494	0	75	25
Contig137146503||full	0.693	0.227	0.987	0.293	0.987	ssDNA	2494	0	50	0
Contig140040470||full	0.973	0.167	1	0.48	1	ssDNA	2494	0	60	0
Contig140494252||full	0.867	0.08	0.093	0.087	0.867	dsDNAphage	2494	0	16.7	0
Contig149263422||full	0.26	0.147	0.04	0.507	0.507	lavidaviridae	2494	0	33.3	0
Contig149302460||full	0.66	0.353	0.973	0.747	0.973	ssDNA	2494	0	50	0
Contig156542360||full	0.48	nan	0.187	0.753	0.753	lavidaviridae	2494	0	50	0
Contig136431467||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2494	1	50	0
Contig2327824||full	0.82	0.16	0.393	0.207	0.82	dsDNAphage	2493	0	16.7	0
Contig16688162||full	0.607	0.847	0.88	0.96	0.96	lavidaviridae	2493	0	33.3	0
Contig18431605||full	0.38	nan	0.873	0.707	0.873	ssDNA	2493	0	50	0
Contig57083313||full	0.707	0.34	0.12	0.053	0.707	dsDNAphage	2493	0	20	0
Contig69446840||full	0.693	0.54	0.827	0.76	0.827	ssDNA	2493	0	66.7	0
Contig73266996||full	0.7	0.433	0.233	0.107	0.7	dsDNAphage	2493	0	11.1	0
Contig113929359||full	0.953	0.087	0.573	0.693	0.953	dsDNAphage	2493	0	12.5	0
Contig114967537||full	0.7	0.347	0.527	0.333	0.7	dsDNAphage	2493	0	16.7	0
Contig120261205||full	0.987	nan	0.953	0.427	0.987	dsDNAphage	2493	2	50	0
