gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig72725834||full_62	Contig72725834||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
Contig72755992||full_6	Contig72755992||full	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04432]	Energy	Electron transport Chain		Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	2	MKF
Contig72755992||full_6	Contig72755992||full	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095]	Organic Nitrogen	Amino Acid		Leucine degradation, leucine => acetoacetate + acetyl-CoA	2	MKF
Contig72874070||full_3	Contig72874070||full	K01760	cystathionine beta-lyase [EC:4.4.1.8] [RN:R01286]	Organic Nitrogen	Amino Acid		Methionine biosynthesis, apartate => homoserine => methionine	2	MKF
Contig72874070||full_4	Contig72874070||full	K01738	cysteine synthase [EC:2.5.1.47] [RN:R00897]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, serine => cysteine	2	MKF
Contig72874070||full_6	Contig72874070||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig73111104||full_88	Contig73111104||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig73111104||full_89	Contig73111104||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig73111104||full_260	Contig73111104||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
Contig73111104||full_288	Contig73111104||full							1	MK
Contig73238622||full_5	Contig73238622||full	M50B	Catlytic type: Metallo; activates the factor sigmaK precursor by cleaving off a 20-residue propeptide; cleavage occurs within, or very close to, membranes	Organic Nitrogen	Peptidase		Metallo-endopeptidases	3	MF
Contig73238622||full_6	Contig73238622||full	K02902	large subunit ribosomal protein L28	MISC	Information systems		Ribosome, bacteria	3	M
Contig73397290||full_35	Contig73397290||full							1	MK
Contig73398071||full_3	Contig73398071||full							2	MKF
Contig73415256||full_2	Contig73415256||full							3	MKF
Contig73679601||full_38	Contig73679601||full	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	2	M
Contig73682791||full_9	Contig73682791||full							3	MK
Contig73682792||full_2	Contig73682792||full							3	MKF
Contig73771185||full_103	Contig73771185||full							2	MK
Contig7414746||full_3	Contig7414746||full	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	3	MF
Contig74150101||full_6	Contig74150101||full							3	MKF
Contig74150101||full_7	Contig74150101||full							3	MKF
Contig74248746||full_28	Contig74248746||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	M
Contig74309357||full_5	Contig74309357||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig74354909||full_6	Contig74354909||full	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	Transporters			Peptides/nickel transport system	2	MF
Contig74354909||full_8	Contig74354909||full	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	Transporters			Peptides/nickel transport system	2	MF
Contig74354909||full_9	Contig74354909||full	K02033	ABC.PE.P; peptide/nickel transport system permease protein	Transporters			Peptides/nickel transport system	2	MF
Contig74446056||full_10	Contig74446056||full	M24A	Catlytic type: Metallo; cleave the Met-Xaa (where Xaa is any amino acid) bond in the removal of the initiating N-terminal methionine from newly synthesized proteins; essential for the removal of the initiating methionine of many proteins, acting co-translationally in association with the ribosomes	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	2	MF
Contig74542927||full_5	Contig74542927||full							2	MKF
Contig74542927||full_8	Contig74542927||full							2	MKF
Contig74542928||full_14	Contig74542928||full							2	MKF
Contig74628379||full_4	Contig74628379||full							3	MKF
Contig74645704||full_3	Contig74645704||full							3	MKF
Contig74691059||full_3	Contig74691059||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig74834959||full_3	Contig74834959||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig74890441||full_7	Contig74890441||full							3	MKF
Contig74981515||full_3	Contig74981515||full	K00281	glycine cleavage system [RN:R01221]	Energy	Photosynthesis		Photorespiration	3	MKF
Contig75107070||full_43	Contig75107070||full							2	MK
Contig75244091||full_3	Contig75244091||full							3	MKF
Contig75267057||full_2	Contig75267057||full							3	MKF
Contig75321901||full_75	Contig75321901||full							1	MKT
Contig75364307||full_2	Contig75364307||full							2	MKF
Contig75364307||full_3	Contig75364307||full							2	MKF
Contig75421908||full_3	Contig75421908||full							3	MKF
Contig75483651||full_3	Contig75483651||full	K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]	Transporters			Phosphate transport system	3	MF
Contig75500390||full_2	Contig75500390||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig75620083||full_3	Contig75620083||full							3	MKF
Contig75705843||full_19	Contig75705843||full							3	MK
Contig75705843||full_20	Contig75705843||full							3	MK
Contig75705843||full_30	Contig75705843||full							3	MK
Contig7570884||full_3	Contig7570884||full	K00290	saccharopine dehydrogenase, L-lysine forming [EC:1.5.1.7] [RN:R00715]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	3	MKF
Contig7570884||full_3	Contig7570884||full	K00290	saccharopine dehydrogenase [EC:1.5.1.7] [RN:R00715]	Organic Nitrogen	Amino Acid		Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	3	MKF
Contig75792027||full_6	Contig75792027||full							3	MKF
Contig75792033||full_21	Contig75792033||full							3	MK
Contig7587058||full_2	Contig7587058||full	M28D	Catlytic type: Metallo; able to release a variety of N-terminal amino acids	Organic Nitrogen	Peptidase		Aminopeptidases and carboxypeptidases	3	MF
Contig75945060||full_8	Contig75945060||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKF
Contig75945060||full_8	Contig75945060||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKF
Contig75945060||full_8	Contig75945060||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
Contig75945060||full_8	Contig75945060||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3	MKF
Contig75957921||full_2	Contig75957921||full							3	MKF
Contig7603067||full_2	Contig7603067||full							3	MKF
Contig76110474||full_3	Contig76110474||full							3	MKF
Contig76224189||full_35	Contig76224189||full	K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	1	M
Contig76298616||full_14	Contig76298616||full							2	MKF
Contig76304257||full_4	Contig76304257||full							2	MKF
Contig76423830||full_7	Contig76423830||full	K11381	2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602]	Organic Nitrogen	Amino Acid		Leucine degradation, leucine => acetoacetate + acetyl-CoA	3	MKF
Contig76449878||full_64	Contig76449878||full							2	MKF
Contig76480791||full_3	Contig76480791||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig76805676||full_5	Contig76805676||full	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	2	MF
Contig76805676||full_74	Contig76805676||full							2	MK
Contig76805676||full_77	Contig76805676||full							2	MK
Contig76805676||full_80	Contig76805676||full							2	MK
Contig76805676||full_83	Contig76805676||full							2	MK
Contig76805676||full_84	Contig76805676||full							2	MK
Contig76805676||full_91	Contig76805676||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig77012365||full_10	Contig77012365||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig77263773||full_3	Contig77263773||full							3	MKF
Contig77276606||full_4	Contig77276606||full							2	MKF
Contig77423741||full_3	Contig77423741||full							3	MKF
Contig77429414||full_5	Contig77429414||full							3	MKF
Contig77440819||full_5	Contig77440819||full							3	MKF
Contig77566557||full_7	Contig77566557||full							3	MKF
Contig77715303||full_5	Contig77715303||full	K02970	small subunit ribosomal protein S21	MISC	Information systems		Ribosome, bacteria	3	MF
Contig77766519||full_36	Contig77766519||full							1	MK
Contig77840795||full_2	Contig77840795||full							3	MKF
Contig77840795||full_3	Contig77840795||full							3	MKF
Contig77887150||full_21	Contig77887150||full							2	MKF
Contig77897893||full_7	Contig77897893||full							3	MKF
Contig77978039||full_10	Contig77978039||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig78040777||full_4	Contig78040777||full							3	MKF
Contig7807565||full_53	Contig7807565||full	GH16	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)	carbon utilization	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage	Glycoside Hydrolases	2	MKE
Contig78080707||full_5	Contig78080707||full							3	MKF
Contig78177569||full_5	Contig78177569||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MF
Contig78200522||full_74	Contig78200522||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig78309096||full_23	Contig78309096||full							2	MK
Contig78309096||full_30	Contig78309096||full							2	MK
Contig78309096||full_33	Contig78309096||full							2	MK
Contig78309096||full_36	Contig78309096||full							2	MK
Contig78309096||full_37	Contig78309096||full							2	MK
Contig78432571||full_53	Contig78432571||full							2	MK
Contig78432571||full_77	Contig78432571||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig7845125||full_3	Contig7845125||full							3	MKF
Contig78549165||full_18	Contig78549165||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig78646459||full_10	Contig78646459||full							3	MKF
Contig78646459||full_11	Contig78646459||full							3	MKF
Contig78964859||full_13	Contig78964859||full							2	MK
Contig78972246||full_20	Contig78972246||full							2	MK
Contig78989445||full_40	Contig78989445||full							2	MK
Contig79021513||full_69	Contig79021513||full							2	MKF
Contig79021513||full_70	Contig79021513||full							2	MKF
Contig7908357||full_28	Contig7908357||full							2	MK
Contig79102250||full_29	Contig79102250||full							2	MK
Contig79102250||full_54	Contig79102250||full	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	2	M
Contig79102250||full_86	Contig79102250||full							2	MK
Contig79102250||full_88	Contig79102250||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig79102250||full_91	Contig79102250||full							2	MK
Contig79102250||full_92	Contig79102250||full							2	MK
